"session_id","visit_date","country","device_type","traffic_source","product_category_viewed","pages_viewed","time_on_site_minutes","added_to_cart","purchased","order_value_usd","cart_to_view_ratio","satisfaction_score","predicted_session_value","customer_segment","user_id","ab_group"
"18","2024-03-28","3","2","3","4","10","6.59","0","0","0.0","0.0","2.629688747007183","48.308111667105614","2","1871","Control"
"19","2023-12-04","3","1","2","0","5","4.57","0","0","0.0","0.0","1.823623304070232","24.154055833552807","0","2687","Variant"
"20","2024-05-18","4","0","0","4","7","7.76","1","1","55.04","0.125","8.096568236233042","33.81567816697393","1","1130","Variant"
"21","2023-10-11","5","0","5","3","7","5.98","0","1","77.0","0.0","7.386272944932163","33.81567816697393","1","2685","Variant"
"22","2023-02-06","0","0","0","1","10","7.42","1","1","71.56","0.0909090909090909","7.960893854748603","48.308111667105614","1","2332","Variant"
"23","2023-10-15","0","1","4","1","5","6.9","0","0","0.0","0.0","2.753391859537111","24.154055833552807","2","1769","Control"
"24","2024-02-12","5","2","0","3","11","9.56","1","0","0.0","0.0833333333333333","3.814844373503592","53.138922833816174","2","1343","Variant"
"25","2024-10-26","5","0","1","4","6","6.71","0","1","9.08","0.0","7.677573822825219","28.98486700026337","1","2515","Variant"
"26","2024-09-11","0","2","4","3","3","10.78","1","1","7.24","0.25","9.30167597765363","14.492433500131686","1","2437","Variant"
"27","2024-08-26","0","0","2","3","4","6.37","0","0","0.0","0.0","2.5418994413407825","19.32324466684225","2","1805","Variant"
"28","2024-10-02","3","0","1","4","4","7.89","0","1","155.78","0.0","8.148443735035915","19.32324466684225","1","1385","Variant"
"29","2024-03-22","3","1","4","1","5","5.32","0","0","0.0","0.0","2.122905027932961","24.154055833552807","0","2215","Control"
"30","2023-04-04","4","1","0","0","6","4.37","0","0","0.0","0.0","1.7438148443735038","28.98486700026337","0","1955","Variant"
"31","2023-01-23","2","2","1","3","5","6.0","0","0","0.0","0.0","2.3942537909018355","24.154055833552807","2","1276","Variant"
"32","2023-01-16","4","1","3","1","3","7.51","1","1","8.85","0.25","7.996807661612131","14.492433500131686","1","2184","Variant"
"33","2024-11-21","1","2","5","1","7","8.56","0","0","0.0","0.0","3.4158020750199523","33.81567816697393","2","1459","Variant"
"34","2023-02-04","1","0","4","0","6","9.9","0","1","64.62","0.0","8.950518754988028","28.98486700026337","1","2337","Control"
"35","2024-12-29","4","1","3","5","8","4.66","1","1","146.47","0.1111111111111111","6.85953711093376","38.64648933368449","1","1021","Control"
"36","2024-06-08","2","1","2","2","7","6.78","1","0","0.0","0.125","2.7055067837190743","33.81567816697393","2","1252","Control"
"37","2024-05-20","5","2","3","1","9","5.75","0","0","0.0","0.0","2.2944932162809257","43.47730050039505","0","1747","Control"
"38","2023-08-11","2","2","2","0","9","3.12","0","1","48.76","0.0","6.245011971268955","43.47730050039505","1","1856","Variant"
"39","2023-01-29","2","2","1","5","8","4.56","1","1","56.24","0.1111111111111111","6.819632881085395","38.64648933368449","1","2584","Variant"
"40","2024-06-14","4","2","2","1","3","4.64","0","0","0.0","0.0","1.8515562649640864","14.492433500131686","0","1474","Variant"
"41","2023-12-27","0","1","0","5","6","5.9","0","0","0.0","0.0","2.354349561053472","28.98486700026337","2","2082","Control"
"42","2023-02-27","4","2","5","2","3","6.14","1","0","0.0","0.25","2.450119712689545","14.492433500131686","2","1510","Variant"
"43","2023-08-15","4","0","3","0","4","7.97","0","1","30.24","0.0","8.180367118914605","19.32324466684225","1","2705","Control"
"44","2023-01-12","3","2","0","4","4","9.05","0","0","0.0","0.0","3.611332801276936","19.32324466684225","2","2499","Control"
"45","2024-11-06","1","1","4","2","7","2.17","1","1","87.19","0.125","5.865921787709497","33.81567816697393","1","1699","Variant"
"46","2024-07-11","0","0","0","5","6","6.28","0","0","0.0","0.0","2.505985634477254","28.98486700026337","2","1975","Variant"
"47","2024-01-09","1","1","3","4","10","8.07","0","0","0.0","0.0","3.220271348762969","48.308111667105614","2","2806","Control"
"48","2024-06-01","5","2","4","2","10","4.3","0","1","29.06","0.0","6.715881883479649","48.308111667105614","1","1189","Control"
"49","2023-02-03","1","0","1","2","6","6.34","1","1","145.71","0.1428571428571428","7.529928172386273","28.98486700026337","1","1957","Control"
"50","2024-09-15","3","0","5","3","12","6.72","0","1","200.62","0.0","7.681564245810056","57.96973400052674","1","1686","Control"
"51","2023-04-16","3","1","4","2","7","5.99","0","0","0.0","0.0","2.390263367916999","33.81567816697393","2","1957","Control"
"52","2023-04-21","3","2","1","2","3","6.81","0","0","0.0","0.0","2.717478052673583","14.492433500131686","2","1562","Variant"
"53","2023-12-26","1","1","3","1","9","5.53","0","0","0.0","0.0","2.206703910614525","43.47730050039505","0","2899","Control"
"54","2024-06-07","2","2","3","4","5","5.85","1","1","121.0","0.1666666666666666","7.334397446129289","24.154055833552807","1","2590","Variant"
"55","2023-09-10","1","2","1","3","8","4.76","0","0","0.0","0.0","1.899441340782123","38.64648933368449","0","2267","Control"
"56","2023-01-03","1","2","0","3","6","4.38","0","0","0.0","0.0","1.74780526735834","28.98486700026337","0","1831","Control"
"57","2023-09-30","0","0","1","1","5","4.19","1","1","30.95","0.1666666666666666","6.671987230646449","24.154055833552807","1","2528","Control"
"58","2023-02-03","0","0","1","5","8","5.99","0","0","0.0","0.0","2.390263367916999","38.64648933368449","2","2154","Control"
"59","2024-01-12","2","1","3","3","3","4.7","0","0","0.0","0.0","1.8754988028731048","14.492433500131686","0","2508","Control"
"60","2024-08-29","3","0","2","5","3","5.03","0","0","0.0","0.0","2.0071827613727056","14.492433500131686","0","2842","Control"
"61","2023-08-11","1","1","4","3","4","5.98","1","1","92.8","0.2","7.386272944932163","19.32324466684225","1","1646","Variant"
"62","2024-12-15","3","1","0","1","6","2.74","0","0","0.0","0.0","1.0933758978451718","28.98486700026337","0","1020","Control"
"63","2023-11-16","3","1","2","2","6","6.1","0","0","0.0","0.0","2.4341580207501994","28.98486700026337","2","1840","Variant"
"64","2024-10-11","4","1","4","3","9","7.15","1","1","56.72","0.1","7.853152434158021","43.47730050039505","1","1166","Control"
"65","2024-01-11","4","2","1","3","6","7.16","1","1","95.79","0.1428571428571428","7.857142857142858","28.98486700026337","1","2297","Variant"
"66","2023-06-14","1","1","0","5","9","2.26","1","0","0.0","0.1","0.9018355945730248","43.47730050039505","0","1387","Variant"
"67","2024-10-26","1","0","3","0","4","5.3","0","0","0.0","0.0","2.114924181963288","19.32324466684225","0","1600","Variant"
"68","2023-07-17","2","1","2","2","8","5.03","0","0","0.0","0.0","2.0071827613727056","38.64648933368449","0","1315","Variant"
"69","2023-10-16","0","0","5","0","5","6.81","1","0","0.0","0.1666666666666666","2.717478052673583","24.154055833552807","2","1013","Variant"
"70","2023-08-16","2","0","0","2","8","8.66","1","1","232.38","0.1111111111111111","8.455706304868317","38.64648933368449","1","1241","Variant"
"71","2023-09-11","0","2","0","2","8","5.59","1","1","69.12","0.1111111111111111","7.230646448523544","38.64648933368449","1","1776","Variant"
"72","2023-11-20","3","0","0","4","5","4.75","0","1","44.22","0.0","6.895450917797287","24.154055833552807","1","2369","Variant"
"73","2024-07-20","3","1","3","3","6","4.17","0","1","80.2","0.0","6.664006384676776","28.98486700026337","1","1564","Control"
"74","2023-07-29","1","0","3","0","6","3.61","0","0","0.0","0.0","1.4405426975259377","28.98486700026337","0","1897","Control"
"75","2023-10-12","5","0","1","3","3","6.55","1","0","0.0","0.25","2.6137270550678373","14.492433500131686","2","2363","Variant"
"76","2023-03-25","3","0","4","2","6","4.26","0","1","13.26","0.0","6.699920191540303","28.98486700026337","1","1091","Variant"
"77","2024-10-31","3","2","4","2","3","4.57","1","0","0.0","0.25","1.823623304070232","14.492433500131686","0","2390","Variant"
"78","2023-07-13","3","1","3","0","6","6.21","0","1","96.87","0.0","7.4780526735834","28.98486700026337","1","1955","Variant"
"79","2023-03-28","2","0","3","0","8","5.41","1","0","0.0","0.1111111111111111","2.158818834796489","38.64648933368449","0","2478","Variant"
"80","2023-08-17","3","1","1","2","4","7.63","1","1","28.94","0.2","8.044692737430168","19.32324466684225","1","2451","Variant"
"81","2023-06-14","2","0","1","4","4","8.73","1","0","0.0","0.2","3.483639265762171","19.32324466684225","2","1508","Control"
"82","2024-07-01","2","2","0","5","8","7.54","1","0","0.0","0.1111111111111111","3.00877893056664","38.64648933368449","2","1775","Control"
"83","2023-09-13","0","2","1","3","7","7.94","1","0","0.0","0.125","3.1683958499600964","33.81567816697393","2","2966","Control"
"84","2023-04-25","5","0","3","2","7","5.94","0","1","141.39","0.0","7.370311252992817","33.81567816697393","1","1034","Control"
"85","2023-05-08","1","2","4","2","5","8.3","1","0","0.0","0.1666666666666666","3.3120510774142065","24.154055833552807","2","1205","Variant"
"86","2023-12-08","0","0","2","2","7","5.68","0","0","0.0","0.0","2.2665602553870707","33.81567816697393","0","2104","Control"
"87","2024-07-29","1","0","4","5","4","7.61","1","0","0.0","0.2","3.036711891460495","19.32324466684225","2","2955","Variant"
"88","2023-10-23","5","1","4","2","9","6.6","0","1","11.46","0.0","7.6336791699920195","43.47730050039505","1","2585","Control"
"89","2024-05-21","5","1","4","2","5","5.93","1","0","0.0","0.1666666666666666","2.3663208300079805","24.154055833552807","2","2895","Variant"
"90","2023-02-08","0","1","1","2","2","9.54","0","1","131.62","0.0","8.806863527533919","9.661622333421125","1","2411","Variant"
"91","2023-01-17","1","1","4","5","11","4.81","0","0","0.0","0.0","1.9193934557063048","53.138922833816174","0","2025","Control"
"92","2024-05-03","3","2","2","0","5","7.64","0","0","0.0","0.0","3.048683160415004","24.154055833552807","2","2021","Variant"
"93","2023-05-17","0","2","4","5","5","6.27","0","0","0.0","0.0","2.501995211492418","24.154055833552807","2","2413","Control"
"94","2024-03-18","4","0","3","1","4","3.92","1","0","0.0","0.2","1.564245810055866","19.32324466684225","0","1565","Control"
"95","2024-06-10","0","0","3","4","11","8.56","0","0","0.0","0.0","3.4158020750199523","53.138922833816174","2","2129","Control"
"96","2024-08-30","2","1","0","1","12","4.25","0","0","0.0","0.0","1.6959297685554668","57.96973400052674","0","2795","Control"
"97","2024-10-31","4","0","5","2","6","7.59","0","0","0.0","0.0","3.0287310454908223","28.98486700026337","2","2845","Control"
"98","2023-05-20","3","0","4","5","11","8.28","0","1","50.97","0.0","8.304070231444534","53.138922833816174","1","2500","Variant"
"99","2023-04-17","3","1","4","3","4","5.01","1","1","58.36","0.2","6.999201915403033","19.32324466684225","1","1702","Variant"
"100","2024-07-26","1","0","3","4","9","1.51","0","0","0.0","0.0","0.6025538707102953","43.47730050039505","0","1401","Variant"
"101","2023-07-14","3","1","5","4","8","4.24","0","1","31.99","0.0","6.69193934557063","38.64648933368449","1","1729","Control"
"102","2024-08-15","5","0","4","1","7","5.98","1","1","141.27","0.125","7.386272944932163","33.81567816697393","1","2579","Variant"
"103","2024-07-24","4","2","0","5","11","6.13","1","0","0.0","0.0833333333333333","2.4461292897047087","53.138922833816174","2","1161","Control"
"104","2023-12-29","3","2","4","4","3","9.13","0","0","0.0","0.0","3.6432561851556273","14.492433500131686","2","1201","Control"
"105","2024-06-08","0","1","3","4","8","6.69","1","1","61.87","0.1111111111111111","7.669592976855547","38.64648933368449","1","2981","Variant"
"106","2023-08-10","3","1","0","5","9","6.56","0","0","0.0","0.0","2.6177174780526737","43.47730050039505","2","1995","Control"
"107","2023-07-29","5","0","5","5","7","9.13","1","0","0.0","0.125","3.6432561851556273","33.81567816697393","2","1269","Variant"
"108","2024-03-05","5","2","5","3","7","5.87","1","1","44.65","0.125","7.342378292098963","33.81567816697393","1","2886","Variant"
"109","2024-01-17","0","2","5","5","6","5.29","0","1","124.61","0.0","7.110933758978452","28.98486700026337","1","1815","Control"
"110","2023-06-12","2","0","2","2","4","5.59","0","1","81.58","0.0","7.230646448523544","19.32324466684225","1","2294","Control"
"111","2024-08-13","0","0","5","2","3","5.54","1","0","0.0","0.25","2.2106943335993616","14.492433500131686","0","1455","Control"
"112","2024-06-19","3","0","3","1","6","4.65","0","0","0.0","0.0","1.8555466879489224","28.98486700026337","0","2485","Control"
"113","2024-12-26","4","1","0","0","6","9.6","0","0","0.0","0.0","3.830806065442937","28.98486700026337","2","2750","Variant"
"114","2024-01-01","1","2","1","5","10","5.35","0","0","0.0","0.0","2.1348762968874704","48.308111667105614","0","2275","Control"
"115","2024-11-03","3","1","2","1","2","6.1","0","0","0.0","0.0","2.4341580207501994","9.661622333421125","2","2016","Control"
"116","2024-08-11","5","2","2","4","3","9.6","1","0","0.0","0.25","3.830806065442937","14.492433500131686","2","2725","Control"
"117","2024-03-03","1","2","3","0","4","7.28","1","0","0.0","0.2","2.905027932960894","19.32324466684225","2","1295","Variant"
"118","2024-02-20","5","1","5","4","11","4.84","0","0","0.0","0.0","1.9313647246608137","53.138922833816174","0","2748","Control"
"119","2023-01-12","3","0","3","1","6","5.95","0","1","65.42","0.0","7.374301675977653","28.98486700026337","1","1719","Control"
"120","2024-12-23","5","2","2","4","7","10.28","0","0","0.0","0.0","4.102154828411812","33.81567816697393","2","2772","Variant"
"121","2023-11-28","1","0","4","1","9","11.19","0","0","0.0","0.0","4.465283320031924","43.47730050039505","2","1337","Variant"
"122","2024-07-31","5","1","3","3","8","6.82","1","0","0.0","0.1111111111111111","2.72146847565842","38.64648933368449","2","1878","Control"
"123","2024-06-03","2","1","3","1","7","4.21","0","0","0.0","0.0","1.6799680766161211","33.81567816697393","0","2076","Control"
"124","2023-08-19","4","0","0","1","6","5.72","1","0","0.0","0.1428571428571428","2.2825219473264164","28.98486700026337","0","1791","Control"
"125","2024-02-28","5","0","3","1","6","4.82","1","0","0.0","0.1428571428571428","1.9233838786911412","28.98486700026337","0","2945","Variant"
"126","2023-05-13","3","0","2","0","5","2.1","0","0","0.0","0.0","0.8379888268156426","24.154055833552807","0","1216","Control"
"127","2023-07-23","5","1","1","4","7","5.86","0","1","64.76","0.0","7.338387869114126","33.81567816697393","1","1763","Variant"
"128","2023-04-29","4","1","3","2","3","6.38","1","0","0.0","0.25","2.5458898643256185","14.492433500131686","2","1187","Variant"
"129","2023-08-30","0","1","1","4","2","4.21","1","0","0.0","0.3333333333333333","1.6799680766161211","9.661622333421125","0","1379","Variant"
"130","2023-07-04","4","1","5","4","6","6.13","0","0","0.0","0.0","2.4461292897047087","28.98486700026337","2","1492","Control"
"131","2024-10-30","0","2","1","1","11","6.24","0","1","141.6","0.0","7.49002394253791","53.138922833816174","1","2064","Variant"
"132","2024-10-15","1","0","2","2","6","8.37","1","0","0.0","0.1428571428571428","3.33998403830806","28.98486700026337","2","2180","Variant"
"133","2024-11-18","4","1","4","4","4","8.45","1","0","0.0","0.2","3.3719074221867515","19.32324466684225","2","1014","Variant"
"134","2024-04-26","3","1","4","0","7","7.39","0","0","0.0","0.0","2.948922585794094","33.81567816697393","2","2836","Control"
"135","2024-12-11","4","2","5","0","7","3.62","1","1","84.12","0.125","6.444533120510775","33.81567816697393","1","1064","Variant"
"136","2023-03-26","1","2","2","0","4","3.69","0","0","0.0","0.0","1.4724660814046289","19.32324466684225","0","2880","Control"
"137","2023-10-27","1","1","5","2","10","2.93","1","1","21.49","0.0909090909090909","6.169193934557063","48.308111667105614","0","2862","Control"
"138","2023-11-30","0","0","2","5","6","5.04","0","0","0.0","0.0","2.011173184357542","28.98486700026337","0","1520","Control"
"139","2024-10-19","1","2","0","1","8","7.9","0","1","37.99","0.0","8.15243415802075","38.64648933368449","1","2367","Variant"
"140","2024-01-20","0","2","3","4","4","6.49","1","1","263.49","0.2","7.589784517158819","19.32324466684225","1","2152","Control"
"141","2024-01-13","2","1","0","4","9","7.17","0","0","0.0","0.0","2.861133280127693","43.47730050039505","2","1647","Control"
"142","2024-08-03","1","0","0","2","5","7.36","0","0","0.0","0.0","2.9369513168395853","24.154055833552807","2","2495","Control"
"143","2024-03-30","0","0","4","4","7","4.39","0","1","192.19","0.0","6.751795690343176","33.81567816697393","1","2086","Control"
"144","2023-10-07","0","0","5","0","4","5.24","0","1","56.7","0.0","7.090981644054271","19.32324466684225","1","2162","Variant"
"145","2024-10-09","0","0","4","3","7","3.31","1","1","118.91","0.125","6.320830007980846","33.81567816697393","1","2522","Variant"
"146","2023-02-27","5","0","0","0","8","7.12","0","1","70.67","0.0","7.841181165203512","38.64648933368449","1","1592","Control"
"147","2023-07-27","0","2","3","5","4","1.33","0","1","44.06","0.0","5.5307262569832405","19.32324466684225","0","1391","Control"
"148","2023-09-05","1","0","1","5","7","7.01","1","0","0.0","0.125","2.7972865123703112","33.81567816697393","2","2698","Variant"
"149","2024-04-25","3","0","5","3","5","7.16","0","1","77.16","0.0","7.857142857142858","24.154055833552807","1","1418","Control"
"150","2023-09-19","2","2","4","1","9","5.81","1","1","100.54","0.1","7.318435754189944","43.47730050039505","1","1288","Control"
"151","2023-03-14","4","0","1","0","3","7.2","0","1","110.63","0.0","7.873104549082202","14.492433500131686","1","1378","Variant"
"152","2023-09-10","0","1","4","0","8","6.24","0","0","0.0","0.0","2.4900239425379094","38.64648933368449","2","2796","Variant"
"153","2024-01-27","0","1","0","2","4","5.18","1","1","83.49","0.2","7.067039106145252","19.32324466684225","1","2513","Control"
"154","2024-03-22","4","2","0","1","6","5.57","0","1","177.08","0.0","7.222665602553871","28.98486700026337","1","1230","Variant"
"155","2023-02-25","1","0","2","3","4","4.58","0","0","0.0","0.0","1.827613727055068","19.32324466684225","0","2017","Control"
"156","2024-08-31","0","0","3","3","9","7.71","1","0","0.0","0.1","3.076616121308859","43.47730050039505","2","1040","Variant"
"157","2024-04-27","5","1","2","3","6","4.85","0","0","0.0","0.0","1.9353551476456503","28.98486700026337","0","2051","Control"
"158","2024-10-11","2","2","2","0","7","1.0","0","0","0.0","0.0","0.3990422984836392","33.81567816697393","0","1134","Control"
"159","2024-04-09","2","2","4","3","5","3.61","0","0","0.0","0.0","1.4405426975259377","24.154055833552807","0","1200","Control"
"160","2023-08-15","0","2","1","0","10","5.92","0","1","251.64","0.0","7.362330407023144","48.308111667105614","1","2863","Variant"
"161","2024-12-26","2","1","3","1","5","4.79","1","0","0.0","0.1666666666666666","1.911412609736632","24.154055833552807","0","1779","Variant"
"162","2023-04-11","0","1","2","0","2","7.59","1","0","0.0","0.3333333333333333","3.0287310454908223","9.661622333421125","2","1929","Control"
"163","2023-01-17","5","1","0","5","8","8.46","0","0","0.0","0.0","3.375897845171589","38.64648933368449","2","2056","Control"
"164","2023-12-16","2","1","4","3","4","7.9","1","0","0.0","0.2","3.1524341580207507","19.32324466684225","2","2071","Variant"
"165","2023-11-25","3","0","3","0","4","6.07","1","1","40.85","0.2","7.42218675179569","19.32324466684225","1","1502","Control"
"166","2023-05-29","0","2","4","5","4","6.08","1","0","0.0","0.2","2.426177174780527","19.32324466684225","2","1406","Control"
"167","2023-10-15","4","0","4","1","5","3.91","0","0","0.0","0.0","1.5602553870710298","24.154055833552807","0","2597","Variant"
"168","2024-02-18","1","0","4","0","4","2.07","1","1","113.1","0.2","5.8260175578611335","19.32324466684225","1","2751","Control"
"169","2024-06-13","5","2","1","0","7","5.28","0","1","83.06","0.0","7.106943335993615","33.81567816697393","1","1804","Variant"
"170","2024-06-24","4","1","0","4","5","2.57","0","0","0.0","0.0","1.025538707102953","24.154055833552807","0","1098","Variant"
"171","2024-02-25","1","0","0","3","9","5.5","0","1","65.66","0.0","7.194732641660016","43.47730050039505","1","1683","Control"
"172","2023-04-14","4","0","2","1","9","9.28","1","1","314.87","0.1","8.703112529928173","43.47730050039505","1","2895","Variant"
"173","2023-01-14","4","1","5","4","9","8.42","0","0","0.0","0.0","3.3599361532322423","43.47730050039505","2","1725","Control"
"174","2024-04-13","4","2","2","3","1","7.24","0","0","0.0","0.0","2.889066241021548","4.8308111667105615","2","2570","Control"
"175","2023-07-07","5","1","1","1","6","9.08","1","1","233.18","0.1428571428571428","8.623304070231445","28.98486700026337","1","1960","Variant"
"176","2024-08-16","5","2","3","2","3","4.02","1","1","88.65","0.25","6.60415003990423","14.492433500131686","1","2762","Variant"
"177","2023-04-27","2","0","5","5","6","5.83","1","1","60.58","0.1428571428571428","7.326416600159617","28.98486700026337","1","1612","Variant"
"178","2023-04-28","2","0","2","3","6","5.26","1","1","140.18","0.1428571428571428","7.098962490023943","28.98486700026337","1","2966","Control"
"179","2024-07-26","2","0","4","1","9","5.18","0","0","0.0","0.0","2.0670391061452515","43.47730050039505","0","2485","Control"
"180","2023-02-18","3","2","1","0","8","7.06","0","0","0.0","0.0","2.8172386272944934","38.64648933368449","2","1642","Control"
"181","2024-11-16","3","0","5","0","6","5.8","0","0","0.0","0.0","2.314445331205108","28.98486700026337","0","2792","Variant"
"182","2023-08-08","2","2","0","1","7","5.59","1","0","0.0","0.125","2.230646448523544","33.81567816697393","0","2028","Variant"
"183","2023-09-07","1","2","3","0","5","7.57","0","0","0.0","0.0","3.020750199521149","24.154055833552807","2","2241","Variant"
"184","2023-07-18","5","0","1","0","9","4.22","0","0","0.0","0.0","1.6839584996009576","43.47730050039505","0","1502","Control"
"185","2024-01-19","3","0","5","1","3","4.79","0","0","0.0","0.0","1.911412609736632","14.492433500131686","0","1766","Variant"
"186","2023-10-16","0","0","0","3","5","9.26","1","1","62.49","0.1666666666666666","8.6951316839585","24.154055833552807","1","1397","Variant"
"187","2024-05-31","2","1","4","5","8","4.34","0","1","38.52","0.0","6.731843575418995","38.64648933368449","1","1870","Variant"
"188","2023-02-01","3","0","4","5","5","5.88","0","1","52.7","0.0","7.346368715083798","24.154055833552807","1","1794","Variant"
"189","2023-01-26","0","1","2","1","5","2.87","0","1","33.19","0.0","6.145251396648044","24.154055833552807","0","1392","Control"
"190","2024-03-02","2","1","1","3","8","1.74","1","0","0.0","0.1111111111111111","0.6943335993615324","38.64648933368449","0","1206","Control"
"191","2023-08-26","3","0","1","4","8","4.91","1","1","43.42","0.1111111111111111","6.959297685554668","38.64648933368449","1","2038","Variant"
"192","2023-09-17","5","0","5","4","9","4.15","1","1","147.5","0.1","6.656025538707104","43.47730050039505","1","2881","Control"
"193","2024-10-01","2","0","1","4","3","7.16","0","0","0.0","0.0","2.8571428571428577","14.492433500131686","2","2577","Variant"
"194","2024-12-01","3","0","2","1","8","6.65","0","0","0.0","0.0","2.6536312849162016","38.64648933368449","2","1891","Variant"
"195","2023-05-11","1","1","5","3","5","4.8","1","1","192.39","0.1666666666666666","6.915403032721469","24.154055833552807","1","2484","Variant"
"196","2023-03-16","0","1","0","2","8","3.64","1","0","0.0","0.1111111111111111","1.452513966480447","38.64648933368449","0","2714","Control"
"197","2024-03-29","3","1","3","2","8","8.38","0","0","0.0","0.0","3.343974461292897","38.64648933368449","2","2598","Control"
"198","2024-09-20","1","1","3","3","6","6.56","1","0","0.0","0.1428571428571428","2.6177174780526737","28.98486700026337","2","1863","Control"
"199","2024-03-18","2","2","2","5","6","7.49","1","0","0.0","0.1428571428571428","2.9888268156424584","28.98486700026337","2","1742","Variant"
"200","2024-08-18","5","0","0","4","3","7.08","1","1","123.59","0.25","7.825219473264166","14.492433500131686","1","2264","Variant"
"201","2023-03-14","4","1","4","5","6","4.18","0","0","0.0","0.0","1.6679968076616123","28.98486700026337","0","1563","Variant"
"202","2024-01-11","0","2","2","3","4","6.18","1","1","49.87","0.2","7.466081404628891","19.32324466684225","1","2020","Control"
"203","2024-09-23","4","1","4","2","3","7.59","1","0","0.0","0.25","3.0287310454908223","14.492433500131686","2","1095","Variant"
"204","2023-02-04","4","2","0","0","6","9.44","0","0","0.0","0.0","3.766959297685555","28.98486700026337","2","2923","Variant"
"205","2023-02-04","2","2","3","2","9","5.83","1","0","0.0","0.1","2.326416600159617","43.47730050039505","2","2757","Control"
"206","2023-08-20","1","2","0","3","7","4.21","0","1","29.22","0.0","6.679968076616121","33.81567816697393","1","1484","Variant"
"207","2023-09-19","3","2","5","1","2","6.21","1","0","0.0","0.3333333333333333","2.4780526735834","9.661622333421125","2","2430","Control"
"208","2023-12-28","1","1","4","2","6","5.06","0","0","0.0","0.0","2.0191540303272144","28.98486700026337","0","1230","Variant"
"209","2023-02-18","4","2","1","1","2","8.17","1","0","0.0","0.3333333333333333","3.260175578611333","9.661622333421125","2","1748","Control"
"210","2023-12-29","4","1","4","1","4","4.84","1","0","0.0","0.2","1.9313647246608137","19.32324466684225","0","2678","Variant"
"211","2024-07-24","4","1","1","0","7","3.24","0","1","9.39","0.0","6.292897047086991","33.81567816697393","0","2194","Control"
"212","2023-09-25","3","0","5","1","7","7.62","0","1","98.3","0.0","8.040702314445332","33.81567816697393","1","1540","Variant"
"213","2023-11-20","2","2","3","0","5","5.74","0","0","0.0","0.0","2.2905027932960893","24.154055833552807","0","2059","Variant"
"214","2023-04-15","5","2","4","1","6","6.15","0","0","0.0","0.0","2.454110135674381","28.98486700026337","2","1524","Variant"
"215","2024-03-29","4","2","4","0","4","2.61","0","0","0.0","0.0","1.0415003990422984","19.32324466684225","0","2183","Control"
"216","2023-12-23","2","0","0","5","7","4.71","0","0","0.0","0.0","1.879489225857941","33.81567816697393","0","2862","Control"
"217","2024-01-10","4","0","3","2","7","5.28","1","0","0.0","0.125","2.1069433359936154","33.81567816697393","0","2722","Variant"
"218","2023-04-28","4","0","3","0","6","6.46","1","0","0.0","0.1428571428571428","2.57781324820431","28.98486700026337","2","2266","Variant"
"219","2023-05-28","1","2","0","0","4","8.55","1","0","0.0","0.2","3.411811652035116","19.32324466684225","2","2109","Variant"
